children,days_employed,dob_years,education,education_id,family_status,family_status_id,gender,income_type,debt,total_income,purpose
0,-10585.56748,50,BACHELOR'S DEGREE,0,widow / widower,2,F,business,0,20354.571,property
0,-6091.244444,41,secondary education,1,civil partnership,1,F,employee,0,8473.41,construction of own property
1,,39,bachelor's degree,0,civil partnership,1,F,employee,0,,having a wedding
1,-2183.473091,27,secondary education,1,civil partnership,1,F,employee,0,12570.011,buy real estate
0,-9725.456697,52,secondary education,1,married,0,M,employee,0,20412.753,cars
0,,59,secondary education,1,divorced,3,F,retiree,0,,housing transactions
2,-837.6361875,32,secondary education,1,married,0,M,employee,0,21324.687,transactions with my real estate
0,,43,secondary education,1,married,0,F,employee,0,,to become educated
1,-319.4802707,37,some college,2,married,0,F,employee,0,38543.322,car purchase
1,-170.2015838,44,bachelor's degree,0,civil partnership,1,F,employee,0,15747.1,having a wedding
2,-1374.398893,47,bachelor's degree,0,married,0,F,employee,0,6023.274,to become educated
0,,65,Secondary Education,1,divorced,3,F,retiree,0,,buying my own car
0,,53,secondary education,1,married,0,F,retiree,0,,housing
0,-5669.306293,34,bachelor's degree,0,married,0,F,business,0,67555.473,education
1,-3010.454665,38,secondary education,1,civil partnership,1,F,employee,0,19926.856,real estate transactions
0,-2108.359827,27,some college,2,married,0,M,employee,0,21713.601,buy real estate
0,-2679.266911,48,secondary education,1,unmarried,4,F,employee,0,41055.729,getting an education
1,-902.3032485,32,SECONDARY EDUCATION,1,unmarried,4,F,business,0,13475.33,to own a car
0,-1200.91038,44,secondary education,1,married,0,F,employee,0,15632.468,housing
0,-3401.750817,41,SECONDARY EDUCATION,1,widow / widower,2,M,business,0,22091.48,housing renovation
1,-1173.168302,31,bachelor's degree,0,married,0,F,business,0,21670.069,transactions with commercial real estate
0,,43,bachelor's degree,0,divorced,3,M,business,0,,cars
0,-1690.182924,60,bachelor's degree,0,civil partnership,1,F,employee,0,11749.92,having a wedding
0,-4643.860128,63,secondary education,1,married,0,M,business,0,23077.662,buying property for renting out
0,346422.9966,57,secondary education,1,unmarried,4,F,retiree,0,35484.68,buying a second-hand car
0,,44,secondary education,1,unmarried,4,M,employee,0,,supplementary education
0,-2724.889726,39,secondary education,1,civil partnership,1,F,employee,0,48018.654,car purchase
0,360783.8705,66,secondary education,1,married,0,F,retiree,1,14943.241,education
0,-840.5561486,51,secondary education,1,married,0,M,business,0,37531.19,to become educated
0,-2539.534295,42,secondary education,1,married,0,M,employee,0,29098.659,purchase of the house
0,,50,secondary education,1,civil partnership,1,F,employee,0,,wedding ceremony
0,398078.5316,59,bachelor's degree,0,widow / widower,2,F,retiree,0,12293.52,university education
1,-1423.316912,36,some college,2,civil partnership,1,M,employee,0,20900.02,having a wedding
0,-1773.236413,29,secondary education,1,unmarried,4,M,employee,0,41897.505,purchase of the house for my family
0,348633.7275,63,secondary education,1,married,0,F,retiree,0,33174.445,housing
0,,42,secondary education,1,married,0,F,employee,0,,second-hand car purchase
0,-2619.03864,29,bachelor's degree,0,civil partnership,1,F,employee,0,15411.647,wedding ceremony
0,-547.8897706,27,bachelor's degree,0,civil partnership,1,F,employee,0,22816.193,to have a wedding
0,-9959.399532,49,secondary education,1,married,0,F,employee,0,14208.251,buy commercial real estate
0,-117.1767503,29,secondary education,1,unmarried,4,M,employee,0,28959.686,to buy a car
2,-627.9621187,36,bachelor's degree,0,married,0,F,employee,0,27351.358,buy residential real estate
0,-1325.029391,39,secondary education,1,divorced,3,F,employee,0,13662.584,to become educated
2,-847.3429923,23,bachelor's degree,0,unmarried,4,F,business,0,23016.834,buying property for renting out
0,-874.8390537,46,secondary education,1,married,0,M,employee,0,42309.261,buy real estate
0,-2415.35095,25,bachelor's degree,0,married,0,F,civil servant,0,14845.125,university education
0,-5279.541343,52,Secondary Education,1,married,0,M,business,0,17480.332,going to university
1,-1767.113959,32,Bachelor's Degree,0,unmarried,4,F,business,0,27721.447,car
0,-2826.176624,54,secondary education,1,married,0,F,business,0,11119.469,university education
1,-206.44912,44,bachelor's degree,0,civil partnership,1,F,employee,0,34029.163,having a wedding
0,-2390.927415,26,some college,2,married,0,M,civil servant,0,33766.584,buy real estate
0,-5191.238084,53,bachelor's degree,0,married,0,M,business,0,73815.1,housing renovation
0,-196.6389888,57,bachelor's degree,0,married,0,M,business,0,35343.027,supplementary education
0,381595.3792,63,secondary education,1,married,0,F,retiree,0,7798.248,to own a car
1,-1301.590741,28,secondary education,1,civil partnership,1,F,employee,0,17059.8,purchase of my own house
3,-3864.98507,48,secondary education,1,civil partnership,1,F,business,0,25997.866,to own a car
0,-2721.18256,40,secondary education,1,civil partnership,1,F,employee,0,27999.488,wedding ceremony
0,379203.0429,62,secondary education,1,married,0,F,retiree,0,13356.539,purchase of a car
0,350342.695,62,SECONDARY EDUCATION,1,married,0,F,retiree,0,21243.49,buying property for renting out
1,-248.5473158,45,secondary education,1,divorced,3,F,business,0,31195.258,transactions with my real estate
0,-1323.661331,46,secondary education,1,married,0,M,employee,0,17929.62,supplementary education
1,-2912.024919,30,bachelor's degree,0,married,0,F,business,0,19367.641,property
1,,23,bachelor's degree,0,married,0,F,employee,0,,buying property for renting out
0,-2572.041551,56,secondary education,1,married,0,F,employee,0,13096.556,to become educated
0,-3219.784879,51,bachelor's degree,0,married,0,F,civil servant,0,26297.235,cars
1,-1783.024336,29,bachelor's degree,0,civil partnership,1,F,employee,0,41491.055,to have a wedding
1,-840.057407,32,secondary education,1,civil partnership,1,F,employee,0,31765.511,to own a car
0,-218.2149019,38,secondary education,1,married,0,M,employee,0,31803.656,second-hand car purchase
0,-1411.080335,54,secondary education,1,unmarried,4,F,business,0,25984.216,housing
1,-1434.60656,29,bachelor's degree,0,married,0,F,employee,0,26658.842,purchase of a car
0,-1547.261333,47,secondary education,1,married,0,F,employee,0,44918.244,purchase of my own house
1,-388.8098997,39,secondary education,1,civil partnership,1,F,business,0,52474.024,to have a wedding
0,-849.1812489,52,secondary education,1,married,0,M,employee,0,16577.42,transactions with my real estate
0,351626.485,55,secondary education,1,unmarried,4,F,retiree,0,29945.151,to buy a car
0,,40,secondary education,1,civil partnership,1,F,business,0,,to have a wedding
0,385456.7195,54,bachelor's degree,0,married,0,F,retiree,0,20579.442,transactions with commercial real estate
0,-1384.01108,50,secondary education,1,married,0,F,business,0,26546.324,to own a car
1,-5319.465237,31,bachelor's degree,0,married,0,F,employee,0,39093.594,education
0,354887.9714,56,Bachelor's Degree,0,unmarried,4,F,retiree,1,22784.685,cars
0,-120.5494098,31,bachelor's degree,0,married,0,M,business,0,48080.027,car purchase
0,-74.99524989,32,some college,2,unmarried,4,F,employee,0,18574.701,buying property for renting out
3,-815.0543426,47,secondary education,1,married,0,F,civil servant,0,7540.341,buy residential real estate
0,-7046.959946,49,secondary education,1,civil partnership,1,F,employee,0,23034.944,transactions with my real estate
0,-212.8556108,49,bachelor's degree,0,civil partnership,1,F,civil servant,0,52611.599,having a wedding
2,-982.3196127,27,bachelor's degree,0,unmarried,4,F,business,0,13536.099,construction of own property
0,356510.6887,67,secondary education,1,married,0,M,retiree,0,30501.436,buy residential real estate
2,-4488.592304,35,bachelor's degree,0,married,0,F,business,0,41461.011,housing
1,-3104.614644,39,secondary education,1,married,0,F,business,0,19155.72,buying property for renting out
1,-4216.472967,35,secondary education,1,married,0,F,employee,0,31149.019,buying a second-hand car
0,381265.7806,70,secondary education,1,married,0,F,retiree,0,9148.751,university education
1,-895.0751567,22,bachelor's degree,0,civil partnership,1,F,business,0,21672.103,having a wedding
1,-649.1240006,38,primary education,3,married,0,M,business,0,34374.223,cars
0,-2571.569272,43,bachelor's degree,0,civil partnership,1,M,business,0,34922.182,having a wedding
0,,29,bachelor's degree,0,married,0,M,employee,0,,university education
1,-1074.326599,30,secondary education,1,civil partnership,1,F,employee,0,8670.671,going to university
0,-449.9321633,26,Bachelor's Degree,0,married,0,F,business,0,22681.724,construction of own property
2,-401.3674015,27,secondary education,1,civil partnership,1,F,employee,1,18017.397,wedding ceremony
0,,49,bachelor's degree,0,married,0,F,civil servant,0,,construction of own property
1,-918.9881465,52,bachelor's degree,0,married,0,M,business,0,21288.308,buying property for renting out
1,-5000.071635,44,secondary education,1,married,0,F,business,0,27784.937,car purchase
0,-204.745691,59,Secondary Education,1,married,0,F,employee,0,35773.084,buying property for renting out
1,-2209.252617,26,secondary education,1,married,0,M,business,0,14494.369,education
3,-558.6148493,27,secondary education,1,married,0,F,civil servant,1,11183.442,buy real estate
0,-1175.219496,22,bachelor's degree,0,married,0,F,employee,0,39836.855,housing transactions
0,345729.0402,63,secondary education,1,married,0,F,retiree,0,13073.494,purchase of the house
0,-941.8800422,25,bachelor's degree,0,unmarried,4,M,employee,0,11771.882,profile education
0,-2709.368736,49,secondary education,1,married,0,M,business,0,33675.3,car
1,-1504.08838,26,secondary education,1,married,0,M,employee,0,16145.674,real estate transactions
0,-2796.09603,58,bachelor's degree,0,married,0,M,business,0,44796.914,buy residential real estate
1,367098.4617,60,secondary education,1,civil partnership,1,F,retiree,0,32116.929,wedding ceremony
0,336050.3701,60,secondary education,1,divorced,3,F,retiree,0,17749.072,buy commercial real estate
0,-11618.56668,56,secondary education,1,married,0,F,business,0,30901.522,to get a supplementary education
1,-3539.678658,50,bachelor's degree,0,civil partnership,1,F,employee,1,48442.743,buy commercial real estate
1,-5801.257922,47,secondary education,1,married,0,F,employee,0,20151.328,getting higher education
0,392277.5851,62,bachelor's degree,0,married,0,M,retiree,0,12118.387,buy commercial real estate
1,-857.4372908,31,secondary education,1,married,0,M,business,0,37023.417,getting higher education
0,-94.10233687,46,secondary education,1,married,0,M,employee,0,39568.177,getting higher education
0,-3929.51929,47,secondary education,1,civil partnership,1,F,civil servant,0,37937.473,purchase of the house for my family
0,-1543.316457,34,secondary education,1,unmarried,4,F,employee,0,44174.46,building a real estate
1,-683.554562,34,bachelor's degree,0,married,0,M,employee,0,27282.307,second-hand car purchase
0,-3317.168729,54,SECONDARY EDUCATION,1,married,0,F,civil servant,0,28790.202,transactions with commercial real estate
0,-1414.630046,45,secondary education,1,married,0,M,business,0,28589.141,going to university
1,,40,secondary education,1,married,0,F,business,0,,transactions with my real estate
0,-3015.9207,45,bachelor's degree,0,married,0,F,employee,0,52037.583,buying property for renting out
0,-1974.413459,31,bachelor's degree,0,married,0,F,employee,0,20211.822,supplementary education
1,-1606.975587,31,bachelor's degree,0,married,0,M,employee,0,31107.767,purchase of the house
0,,63,bachelor's degree,0,married,0,F,retiree,0,,buying my own car
0,-11535.79375,47,secondary education,1,married,0,F,employee,1,22851.014,car
0,-1187.066336,39,bachelor's degree,0,married,0,F,employee,0,55581.105,getting an education
0,,27,bachelor's degree,0,unmarried,4,M,employee,0,,buying a second-hand car
0,,55,SECONDARY EDUCATION,1,married,0,F,employee,0,,to become educated
2,-8592.882394,40,bachelor's degree,0,civil partnership,1,M,civil servant,0,33238.147,wedding ceremony
0,340699.4877,60,bachelor's degree,0,widow / widower,2,M,retiree,0,18709.883,purchase of the house for my family
2,-2727.188166,35,secondary education,1,married,0,M,employee,0,19899.832,building a real estate
0,-2254.43113,45,bachelor's degree,0,divorced,3,F,civil servant,0,28147.231,buy real estate
0,-10061.74062,59,secondary education,1,civil partnership,1,F,employee,0,41096.339,to have a wedding
0,362740.3862,58,bachelor's degree,0,married,0,M,retiree,1,17075.806,second-hand car purchase
0,-1120.131612,27,secondary education,1,married,0,M,employee,0,21920.653,purchase of the house
1,340205.4512,61,secondary education,1,married,0,F,retiree,0,17219.352,construction of own property
0,-824.6987906,49,Secondary Education,1,married,0,F,employee,0,10979.925,housing renovation
0,391962.2327,59,secondary education,1,civil partnership,1,M,retiree,0,58355.026,purchase of my own house
0,,62,bachelor's degree,0,married,0,F,retiree,0,,to own a car
0,-1042.156329,45,bachelor's degree,0,married,0,F,employee,0,23166.169,purchase of my own house
2,-1962.62177,37,secondary education,1,married,0,F,employee,0,18783.245,to buy a car
2,-9571.514122,45,bachelor's degree,0,married,0,F,employee,0,15814.108,purchase of the house
1,-154.3022691,26,Bachelor's Degree,0,married,0,F,civil servant,0,10534.5,to buy a car
0,375128.998,66,secondary education,1,widow / widower,2,F,retiree,0,24922.546,building a property
0,338913.8552,68,bachelor's degree,0,married,0,F,retiree,0,24243.39,building a real estate
0,-2271.378913,28,secondary education,1,married,0,F,employee,0,15723.719,to own a car
0,395814.866,57,bachelor's degree,0,married,0,M,retiree,0,26643.754,construction of own property
0,-1411.688958,34,bachelor's degree,0,married,0,F,employee,0,15985.67,car
0,-1293.628929,43,secondary education,1,married,0,M,employee,0,65054.156,building a real estate
0,-664.3305601,37,secondary education,1,married,0,M,employee,0,68225.083,real estate transactions
0,,49,secondary education,1,married,0,F,employee,0,,buying my own car
0,-3073.465755,42,secondary education,1,civil partnership,1,F,business,0,47065.513,going to university
0,-9602.461604,60,bachelor's degree,0,married,0,F,employee,0,22685.968,housing transactions
0,372337.9853,48,secondary education,1,married,0,M,retiree,0,19358.944,construction of own property
1,-2560.879964,33,bachelor's degree,0,married,0,F,employee,0,23822.231,to become educated
0,-639.1216937,41,secondary education,1,married,0,F,employee,0,12669.662,housing transactions
1,-1438.617239,32,secondary education,1,married,0,M,employee,0,29737.821,housing transactions
3,-1518.134894,34,bachelor's degree,0,married,0,F,civil servant,0,36014.017,purchase of a car
0,-1491.684424,50,secondary education,1,widow / widower,2,F,civil servant,0,18753.084,to get a supplementary education
0,,30,bachelor's degree,0,married,0,F,employee,0,,real estate transactions
0,344525.1478,66,primary education,3,married,0,M,retiree,0,11899.119,going to university
1,-539.1147352,33,secondary education,1,married,0,F,employee,0,11221.229,purchase of the house
2,-6138.955641,37,bachelor's degree,0,civil partnership,1,F,business,0,24237.607,transactions with commercial real estate
2,,38,bachelor's degree,0,married,0,F,business,0,,car purchase
0,-1965.141601,38,secondary education,1,married,0,M,employee,1,16620.195,housing transactions
1,-5209.245691,46,secondary education,1,married,0,M,business,0,17852.155,purchase of the house
0,-3949.388189,44,bachelor's degree,0,married,0,F,employee,0,28592.151,profile education
0,-1581.199452,48,bachelor's degree,0,divorced,3,F,employee,0,31890.185,going to university
1,-956.103058,26,some college,2,civil partnership,1,F,business,0,18041.782,having a wedding
1,-6448.334982,36,secondary education,1,civil partnership,1,M,business,0,33848.059,having a wedding
0,-2799.253737,34,secondary education,1,married,0,F,business,0,42155.207,transactions with my real estate
0,396960.2632,56,Bachelor's Degree,0,married,0,F,retiree,1,35166.584,construction of own property
1,-7616.158289,47,secondary education,1,married,0,F,business,0,15264.644,buy real estate
0,-262.6203229,28,secondary education,1,married,0,F,business,0,16068.261,university education
0,352520.3331,62,secondary education,1,civil partnership,1,M,retiree,0,26374.024,to have a wedding
0,350935.1647,68,secondary education,1,civil partnership,1,M,retiree,0,33388.392,getting an education
0,,51,secondary education,1,divorced,3,F,business,0,,car
1,-8719.808251,38,secondary education,1,civil partnership,1,F,employee,0,11679.853,property
1,-258.5129834,31,Bachelor's Degree,0,married,0,M,employee,0,24309.544,purchase of my own house
1,,42,secondary education,1,married,0,F,employee,1,,to get a supplementary education
1,-5754.168215,34,some college,2,married,0,M,business,0,45437.995,housing renovation
0,-1656.96298,32,bachelor's degree,0,unmarried,4,F,employee,0,16142.767,property
0,-4238.065047,44,secondary education,1,civil partnership,1,F,employee,0,10654.763,buy real estate
0,-905.0580924,64,secondary education,1,divorced,3,F,employee,0,30861.56,getting an education
2,-1075.359773,33,secondary education,1,civil partnership,1,M,employee,0,55715.349,getting an education
1,-933.6337768,34,secondary education,1,married,0,F,business,0,16508.122,to own a car
2,-5534.296176,39,SECONDARY EDUCATION,1,civil partnership,1,M,employee,0,26014.066,having a wedding
0,-1225.819098,29,secondary education,1,unmarried,4,M,employee,0,41741.17,buying property for renting out
1,-4336.114295,61,secondary education,1,divorced,3,F,employee,0,10751.599,to buy a car
0,-5268.728166,62,SECONDARY EDUCATION,1,widow / widower,2,F,business,0,19431.718,housing
0,331655.483,59,secondary education,1,married,0,M,retiree,0,12354.153,purchase of the house for my family
0,,38,secondary education,1,married,0,M,civil servant,0,,housing transactions
0,337704.0803,61,secondary education,1,widow / widower,2,M,retiree,1,10176.089,getting an education
1,-1087.35315,48,bachelor's degree,0,married,0,F,business,0,28860.407,buying a second-hand car
0,-375.2217051,44,secondary education,1,married,0,F,business,0,16802.061,car purchase
3,-306.6466161,32,secondary education,1,married,0,F,employee,0,15895.694,purchase of the house
1,-3842.179239,43,bachelor's degree,0,married,0,F,employee,0,24770.876,to own a car
0,-373.3654181,50,secondary education,1,married,0,F,business,0,21199.726,university education
0,-285.2498407,23,bachelor's degree,0,married,0,M,employee,0,21925.651,housing
0,-4459.867029,46,secondary education,1,married,0,F,employee,0,35057.737,purchase of a car
4,-2852.607075,44,secondary education,1,married,0,M,employee,1,38803.959,to buy a car
0,-1588.581162,43,secondary education,1,married,0,F,business,0,13784.845,housing renovation
0,-4182.389829,48,bachelor's degree,0,civil partnership,1,F,employee,0,13556.778,wedding ceremony
0,369376.132,58,bachelor's degree,0,married,0,F,retiree,0,8462.315,car purchase
0,,50,secondary education,1,civil partnership,1,F,employee,0,,to have a wedding
0,-1941.468914,23,secondary education,1,civil partnership,1,F,employee,0,22407.473,building a property
0,-9973.979751,49,secondary education,1,civil partnership,1,F,employee,0,27273.381,purchase of my own house
0,-336.7380275,27,some college,2,married,0,F,business,1,35330.105,building a real estate
0,-863.1436231,33,Bachelor's Degree,0,married,0,F,business,0,44568.054,building a real estate
1,-701.7046841,48,Secondary Education,1,married,0,M,employee,0,16296.548,construction of own property
3,-805.239416,30,primary education,3,divorced,3,F,employee,0,19546.341,building a property
0,-1606.686444,59,Secondary Education,1,civil partnership,1,F,employee,0,19315.347,having a wedding
2,-4915.488466,34,secondary education,1,civil partnership,1,F,business,0,15985.436,building a property
2,-2953.750065,39,secondary education,1,married,0,F,employee,0,10286.792,housing renovation
2,-3317.762071,47,secondary education,1,married,0,M,employee,0,20235.027,housing transactions
1,-2968.838241,38,bachelor's degree,0,married,0,F,employee,0,51215.809,buying property for renting out
0,-1541.777297,64,secondary education,1,married,0,M,employee,0,59375.244,education
1,-730.8011835,38,secondary education,1,unmarried,4,F,employee,0,22796.752,purchase of the house
0,-393.109379,58,bachelor's degree,0,unmarried,4,F,employee,0,35510.332,to become educated
-1,-1143.485347,46,secondary education,1,widow / widower,2,F,employee,0,44593.283,buy real estate
1,-1035.378864,34,secondary education,1,civil partnership,1,F,employee,0,35524.974,purchase of the house for my family
0,340311.116,64,primary education,3,married,0,M,retiree,0,34022.145,transactions with my real estate
0,-142.2762167,29,bachelor's degree,0,unmarried,4,M,business,0,6844.452,purchase of the house
2,-2330.447656,37,secondary education,1,married,0,F,employee,0,21353.436,buy residential real estate
2,,37,secondary education,1,civil partnership,1,F,business,0,,housing renovation
0,395002.7541,53,secondary education,1,civil partnership,1,F,retiree,0,7660.711,to have a wedding
0,,53,SECONDARY EDUCATION,1,unmarried,4,F,employee,0,,buying property for renting out
1,399350.1189,54,primary education,3,divorced,3,F,retiree,0,17026.058,real estate transactions
1,-1736.757115,37,secondary education,1,married,0,M,employee,0,58104.319,going to university
0,-275.2221643,52,bachelor's degree,0,widow / widower,2,F,employee,0,29449.491,to own a car
2,-672.832336,22,secondary education,1,married,0,F,employee,1,14694.634,getting an education
1,-382.8752536,47,secondary education,1,married,0,F,employee,0,19755.9,housing renovation
0,-8172.406882,44,bachelor's degree,0,married,0,F,employee,1,21688.245,car purchase
2,-3594.940111,26,secondary education,1,divorced,3,F,civil servant,0,13258.718,buy real estate
1,-37.72660207,36,secondary education,1,married,0,F,employee,0,10392.73,transactions with my real estate
0,-302.4911401,43,bachelor's degree,0,married,0,M,employee,0,28496.243,purchase of the house for my family
0,-1636.482076,37,bachelor's degree,0,married,0,M,business,0,147343.635,purchase of a car
1,-1198.325351,32,secondary education,1,married,0,M,employee,0,24608.58,education
0,-1924.042904,35,bachelor's degree,0,married,0,M,business,0,28500.678,to get a supplementary education
1,-6093.350756,55,secondary education,1,civil partnership,1,F,employee,0,13559.067,having a wedding
0,-1446.114913,38,bachelor's degree,0,unmarried,4,F,business,0,40478.17,building a property
0,347531.4921,56,secondary education,1,married,0,F,retiree,1,6187.263,to buy a car
1,-546.4464505,28,bachelor's degree,0,divorced,3,F,employee,0,16901.176,building a property
1,-1236.465866,32,secondary education,1,civil partnership,1,F,business,0,12478.349,transactions with commercial real estate
0,-146.7786863,55,bachelor's degree,0,divorced,3,F,business,0,14838.434,construction of own property
0,397680.0652,54,secondary education,1,civil partnership,1,F,retiree,0,10097.172,having a wedding
0,-651.5344376,24,secondary education,1,married,0,F,business,0,36268.229,cars
1,-608.8967827,40,some college,2,civil partnership,1,F,business,0,38254.261,wedding ceremony
0,-6040.029064,38,secondary education,1,civil partnership,1,F,employee,0,24244.425,property
2,-1823.916297,42,secondary education,1,married,0,F,business,0,16767.04,to become educated
0,375886.6622,50,secondary education,1,married,0,F,retiree,0,24567.681,purchase of the house for my family
0,-735.4068507,42,bachelor's degree,0,civil partnership,1,F,civil servant,0,20968.862,wedding ceremony
2,,43,SECONDARY EDUCATION,1,civil partnership,1,F,employee,0,,wedding ceremony
0,-2412.015123,42,SECONDARY EDUCATION,1,married,0,M,employee,0,35433.843,property
0,-6667.385826,50,secondary education,1,widow / widower,2,F,employee,0,25850.044,housing renovation
0,-432.7001656,39,bachelor's degree,0,civil partnership,1,F,employee,0,25539.733,to have a wedding
0,335077.8142,63,secondary education,1,widow / widower,2,F,retiree,0,29287.689,purchase of the house
0,,58,bachelor's degree,0,married,0,F,business,0,,buy residential real estate
1,-779.0551293,26,bachelor's degree,0,married,0,M,employee,0,38537.66,buy commercial real estate
0,-708.9929017,29,bachelor's degree,0,married,0,F,employee,0,21229.327,buy real estate
2,-2134.389248,39,secondary education,1,married,0,M,employee,0,39224.594,purchase of the house
0,-2540.721375,51,secondary education,1,married,0,M,employee,0,25721.814,transactions with my real estate
20,-2047.754733,24,secondary education,1,married,0,F,employee,0,16066.438,buy commercial real estate
1,-1013.439463,47,secondary education,1,civil partnership,1,F,employee,0,13422.415,building a real estate
1,-8480.644012,63,secondary education,1,married,0,M,employee,0,13745.128,to own a car
0,,45,Secondary Education,1,divorced,3,F,business,0,,buy commercial real estate
0,368215.7086,47,secondary education,1,married,0,F,retiree,1,36577.061,construction of own property
0,-397.400647,49,bachelor's degree,0,married,0,M,employee,0,19552.401,buying property for renting out
0,370904.9859,61,secondary education,1,married,0,M,retiree,0,23734.25,buy commercial real estate
0,-1485.174248,40,secondary education,1,married,0,F,employee,0,11772.774,purchase of the house for my family
0,-2392.483894,28,secondary education,1,civil partnership,1,F,employee,0,18339.417,to have a wedding
2,-1349.863477,27,secondary education,1,married,0,F,employee,0,17723.563,cars
0,363791.2291,66,secondary education,1,married,0,F,retiree,0,25818.489,to get a supplementary education
0,-1504.924191,71,secondary education,1,married,0,F,employee,0,15730.36,purchase of the house
1,-1707.597906,34,bachelor's degree,0,married,0,F,employee,0,18347.68,buying property for renting out
2,-1521.932831,31,bachelor's degree,0,civil partnership,1,F,employee,0,9401.771,wedding ceremony
0,,34,secondary education,1,married,0,F,employee,0,,to buy a car
1,-1500.423226,45,SECONDARY EDUCATION,1,divorced,3,M,employee,0,25609.428,profile education
0,-398.7642042,38,secondary education,1,divorced,3,F,employee,0,29961.023,getting an education
0,328834.2745,55,secondary education,1,married,0,F,retiree,0,7968.343,profile education
1,-2211.174633,26,secondary education,1,civil partnership,1,M,civil servant,0,59914.559,to have a wedding
0,,56,secondary education,1,married,0,F,employee,0,,profile education
1,-1884.110902,27,bachelor's degree,0,civil partnership,1,F,employee,0,25029.014,to have a wedding
0,340702.14,58,secondary education,1,unmarried,4,M,retiree,0,25555.263,housing transactions
0,-3330.989218,39,bachelor's degree,0,civil partnership,1,F,employee,0,28713.054,housing renovation
2,,28,secondary education,1,married,0,F,civil servant,0,,housing transactions
1,-1523.867156,29,bachelor's degree,0,married,0,F,business,1,42660.764,purchase of a car
1,337541.9227,63,secondary education,1,married,0,F,retiree,0,14407.468,to buy a car
1,-1358.725817,30,bachelor's degree,0,civil partnership,1,F,employee,0,33465.379,property
0,-496.6164621,56,secondary education,1,civil partnership,1,M,business,1,34282.086,wedding ceremony
1,-429.8256944,44,secondary education,1,married,0,F,employee,0,32772.4,construction of own property
2,-1018.237819,44,secondary education,1,widow / widower,2,F,employee,0,45596.46,second-hand car purchase
1,-5522.556399,39,secondary education,1,civil partnership,1,F,employee,0,46399.849,having a wedding
0,-1088.889681,28,secondary education,1,civil partnership,1,F,business,0,54719.254,car
0,-1228.54371,28,secondary education,1,married,0,M,employee,0,31627.46,buying my own car
0,,69,bachelor's degree,0,unmarried,4,F,retiree,0,,transactions with commercial real estate
20,361744.8364,64,secondary education,1,widow / widower,2,F,retiree,0,13108.291,housing transactions
0,-1196.037814,30,secondary education,1,unmarried,4,F,employee,0,20173.264,housing
0,-9135.094309,48,secondary education,1,civil partnership,1,F,employee,0,24248.342,having a wedding
0,386184.0974,51,secondary education,1,married,0,F,retiree,0,55056.737,housing transactions
0,393825.2915,62,secondary education,1,married,0,F,retiree,0,14470.195,transactions with commercial real estate
2,-1272.242304,29,bachelor's degree,0,married,0,M,employee,0,22178.666,housing renovation
1,,31,secondary education,1,married,0,F,business,0,,property
0,-2571.629067,48,secondary education,1,civil partnership,1,M,civil servant,0,34355.353,buy commercial real estate
0,358183.4104,63,secondary education,1,married,0,M,retiree,0,18346.809,to own a car
1,330470.3301,58,secondary education,1,divorced,3,F,retiree,0,12359.889,housing renovation
1,-996.7615438,29,bachelor's degree,0,married,0,F,employee,0,21371.822,real estate transactions
0,-3240.599727,47,bachelor's degree,0,married,0,M,business,0,46836.771,buy residential real estate
0,-730.8744257,71,secondary education,1,divorced,3,F,civil servant,0,14536.131,property
20,355898.0213,69,secondary education,1,married,0,M,retiree,0,22172.653,cars
2,-2125.91405,41,bachelor's degree,0,married,0,F,civil servant,1,19897.161,car purchase
1,-1120.967611,30,secondary education,1,married,0,F,business,0,15122.497,cars
1,-2285.030576,33,bachelor's degree,0,married,0,M,employee,0,32800.792,housing
1,-128.1420264,28,bachelor's degree,0,married,0,M,employee,0,25390.05,building a real estate
0,386413.3222,59,secondary education,1,married,0,M,retiree,0,24155.277,building a property
0,,30,bachelor's degree,0,married,0,M,business,0,,purchase of a car
0,-819.6272192,22,bachelor's degree,0,married,0,M,business,0,28952.233,real estate transactions
0,344831.5443,59,bachelor's degree,0,married,0,M,retiree,0,24890.219,real estate transactions
0,349302.7976,56,secondary education,1,civil partnership,1,F,retiree,0,16535.363,wedding ceremony
1,-843.1822218,27,bachelor's degree,0,civil partnership,1,F,employee,0,35802.388,buy commercial real estate
1,-3413.500495,42,secondary education,1,married,0,F,business,0,14061.262,going to university
1,-502.231592,26,secondary education,1,civil partnership,1,M,employee,0,36529.699,having a wedding
2,-5474.136157,42,bachelor's degree,0,married,0,F,civil servant,0,38485.215,construction of own property
0,,60,secondary education,1,civil partnership,1,F,retiree,0,,housing transactions
1,-4249.475971,70,secondary education,1,widow / widower,2,F,employee,0,24625.496,real estate transactions
0,-386.8868599,44,secondary education,1,married,0,M,employee,0,29853.436,building a property
0,384568.5459,53,bachelor's degree,0,married,0,M,retiree,0,28153.034,education
0,,43,secondary education,1,married,0,M,employee,0,,housing transactions
0,371916.3881,66,SECONDARY EDUCATION,1,unmarried,4,F,retiree,0,24324.313,to become educated
0,-2239.557458,39,secondary education,1,unmarried,4,F,employee,0,22062.706,housing
0,,61,secondary education,1,widow / widower,2,F,retiree,0,,building a property
0,346184.3955,52,secondary education,1,married,0,F,retiree,0,17565.108,housing renovation
0,,36,secondary education,1,married,0,F,employee,0,,purchase of my own house
